#chr	start	end	TSS_num	strand	zfh1_count	ctrl_count	responsiveness
chr2R	7323381	7323382	TSS_9872	+	6	0	1.97038325308
chr2R	7323750	7323751	TSS_1947	+	418	17	18.3778616817
chr2R	7339477	7339478	TSS_5882	+	12	1	3.2747771865
chr2R	7345600	7345601	TSS_4294	+	20	0	5.02201595633
chr2R	7358759	7358760	TSS_11679	-	5	0	1.75509432621
chr2R	7363213	7363214	TSS_1154	+	171	2	38.0587333935
chr2R	7372356	7372357	TSS_5089	+	15	0	3.92957396706
chr2R	7373411	7373412	TSS_11680	+	5	0	1.75509432621
chr2R	7373588	7373589	TSS_3874	+	24	0	5.89646451302
chr2R	7388693	7388694	TSS_11681	+	5	0	1.75509432621
chr2R	7390520	7390521	TSS_11682	+	5	0	1.75509432621
chr2R	7394232	7394233	TSS_6231	+	11	0	3.05671670715
chr2R	7403617	7403618	TSS_7783	-	8	0	2.40371021526
chr2R	7415273	7415274	TSS_6110	-	16	3	3.12786924233
chr2R	7415382	7415383	TSS_1138	-	175	0	38.9339778358
chr2R	7426370	7426371	TSS_11684	-	5	0	1.75509432621
chr2R	7427012	7427013	TSS_9873	-	6	0	1.97038325308
chr2R	7428265	7428266	TSS_11685	+	5	0	1.75509432621
chr2R	7465353	7465354	TSS_11686	-	5	0	1.75509432621
chr2R	7476025	7476026	TSS_11687	-	5	0	1.75509432621
chr2R	7479187	7479188	TSS_7136	+	9	1	2.62111566649
chr2R	7480630	7480631	TSS_965	-	207	0	45.935951017
chr2R	7492440	7492441	TSS_1166	-	169	0	37.6211113975
chr2R	7503549	7503550	TSS_4570	-	18	0	4.58492870335
chr2R	7520017	7520018	TSS_950	-	212	1	47.0300116111
chr2R	7520084	7520085	TSS_1833	-	123	3	20.5519110696
chr2R	7533508	7533509	TSS_8673	+	7	0	2.1867255063
chr2R	7536018	7536019	TSS_1093	-	182	0	40.4656569513
chr2R	7553278	7553279	TSS_973	+	206	1	45.7171389611
chr2R	7559563	7559564	TSS_9875	+	6	0	1.97038325308
chr2R	7566998	7566999	TSS_2137	+	70	0	15.959292854
chr2R	7592795	7592796	TSS_1808	+	92	0	20.7728820062
chr2R	7593779	7593780	TSS_4571	+	18	0	4.58492870335
chr2R	7599767	7599768	TSS_2346	+	59	0	13.5525896042
chr2R	7610267	7610268	TSS_7786	-	8	2	2.40371021526
chr2R	7644304	7644305	TSS_8674	+	7	0	2.1867255063
chr2R	7646630	7646631	TSS_11690	+	5	0	1.75509432621
chr2R	7677875	7677876	TSS_891	+	228	0	50.5310086957
chr2R	7727046	7727047	TSS_247	-	734	3	120.108571225
chr2R	7732830	7732831	TSS_6233	+	11	0	3.05671670715
chr2R	7741048	7741049	TSS_9876	+	6	0	1.97038325308
chr2R	7741159	7741160	TSS_11691	-	5	0	1.75509432621
chr2R	7778439	7778440	TSS_3363	-	170	17	7.60318297116
chr2R	7778476	7778477	TSS_6619	-	10	0	2.83881166131
chr2R	7779629	7779630	TSS_4514	+	139	24	4.61628725519
chr2R	7781102	7781103	TSS_9877	-	6	0	1.97038325308
chr2R	7786997	7786998	TSS_8675	+	7	0	2.1867255063
chr2R	7787064	7787065	TSS_1667	+	104	1	23.3985341955
chr2R	7800280	7800281	TSS_345	-	465	1	102.389780711
chr2R	7800395	7800396	TSS_9878	-	6	0	1.97038325308
chr2R	7800450	7800451	TSS_3153	+	35	0	8.30215913796
chr2R	7801354	7801355	TSS_11692	-	5	0	1.75509432621
chr2R	7801410	7801411	TSS_8676	+	7	0	2.1867255063
chr2R	7818688	7818689	TSS_4725	+	17	0	4.36643369141
chr2R	7819968	7819969	TSS_11693	-	5	0	1.75509432621
chr2R	7827063	7827064	TSS_1708	+	100	1	22.523313613
chr2R	7848773	7848774	TSS_8677	+	7	0	2.1867255063
chr2R	7889620	7889621	TSS_11694	+	5	0	1.75509432621
chr2R	7903315	7903316	TSS_6234	-	11	0	3.05671670715
chr2R	7907296	7907297	TSS_11695	+	5	0	1.75509432621
chr2R	7907349	7907350	TSS_2021	-	76	0	17.2720711667
chr2R	7912774	7912775	TSS_588	-	324	0	71.5370562543
chr2R	7932120	7932121	TSS_767	+	260	1	57.5330144481
chr2R	7942593	7942594	TSS_9879	+	6	0	1.97038325308
chr2R	7967041	7967042	TSS_1782	-	94	1	21.2104885856
chr2R	8006525	8006526	TSS_3965	+	23	0	5.67782566255
chr2R	8006844	8006845	TSS_7787	-	8	0	2.40371021526
chr2R	8008871	8008872	TSS_11697	-	5	0	1.75509432621
chr2R	8029290	8029291	TSS_8678	-	7	0	2.1867255063
chr2R	8030238	8030239	TSS_11698	+	5	0	1.75509432621
chr2R	8034311	8034312	TSS_4891	+	16	0	4.1479793462
chr2R	8034344	8034345	TSS_2711	+	46	0	10.7084614444
chr2R	8034381	8034382	TSS_3506	+	29	1	6.9898421195
chr2R	8053249	8053250	TSS_1354	-	142	1	31.713232566
chr2R	8055285	8055286	TSS_6621	+	10	0	2.83881166131
chr2R	8058727	8058728	TSS_11699	-	5	0	1.75509432621
chr2R	8058781	8058782	TSS_1442	-	130	1	29.0875228901
chr2R	8061765	8061766	TSS_2446	-	55	0	12.6774500913
chr2R	8064778	8064779	TSS_11700	-	5	0	1.75509432621
chr2R	8070841	8070842	TSS_5884	-	12	0	3.2747771865
chr2R	8077895	8077896	TSS_7788	-	8	0	2.40371021526
chr2R	8088308	8088309	TSS_6111	-	16	3	3.12786924233
chr2R	8088447	8088448	TSS_7789	+	8	0	2.40371021526
chr2R	8146913	8146914	TSS_1122	+	178	0	39.5904115416
chr2R	8167204	8167205	TSS_11701	+	5	0	1.75509432621
chr2R	8191421	8191422	TSS_9880	+	6	0	1.97038325308
chr2R	8191448	8191449	TSS_8680	-	7	0	2.1867255063
chr2R	8193294	8193295	TSS_11702	-	5	0	1.75509432621
chr2R	8194034	8194035	TSS_2989	+	39	0	9.17713509827
chr2R	8198180	8198181	TSS_4174	+	21	0	5.24059880358
chr2R	8201623	8201624	TSS_489	+	364	0	80.289595228
chr2R	8209365	8209366	TSS_11704	-	5	0	1.75509432621
chr2R	8213781	8213782	TSS_9881	-	6	0	1.97038325308
chr2R	8236460	8236461	TSS_9882	-	6	0	1.97038325308
chr2R	8246941	8246942	TSS_1874	+	87	0	19.6788699927
chr2R	8262794	8262795	TSS_747	+	265	1	58.6270789626
chr2R	8263871	8263872	TSS_9883	+	6	0	1.97038325308
chr2R	8264132	8264133	TSS_3966	+	23	0	5.67782566255
chr2R	8264509	8264510	TSS_9884	+	6	0	1.97038325308
chr2R	8265944	8265945	TSS_5885	+	12	0	3.2747771865
chr2R	8274464	8274465	TSS_809	+	249	0	55.1260734879
chr2R	8289348	8289349	TSS_4295	+	20	1	5.02201595633
chr2R	8295297	8295298	TSS_24	+	1132	2	248.338783225
chr2R	8301450	8301451	TSS_1760	+	96	0	21.6480960834
chr2R	8303548	8303549	TSS_8682	+	7	0	2.1867255063
chr2R	8308153	8308154	TSS_5886	+	12	0	3.2747771865
chr2R	8318078	8318079	TSS_11705	+	5	0	1.75509432621
chr2R	8320677	8320678	TSS_8683	+	7	0	2.1867255063
chr2R	8324767	8324768	TSS_11706	-	5	0	1.75509432621
chr2R	8324852	8324853	TSS_5090	+	15	0	3.92957396706
chr2R	8340699	8340700	TSS_985	+	204	1	45.2795149147
chr2R	8341542	8341543	TSS_5574	-	13	0	3.49295637577
chr2R	8361697	8361698	TSS_11707	-	5	0	1.75509432621
chr2R	8361928	8361929	TSS_4726	+	17	0	4.36643369141
chr2R	8368382	8368383	TSS_11708	+	5	0	1.75509432621
chr2R	8370063	8370064	TSS_2138	-	70	0	15.959292854
chr2R	8388283	8388284	TSS_7137	-	9	0	2.62111566649
chr2R	8392272	8392273	TSS_11709	-	5	0	1.75509432621
chr2R	8404463	8404464	TSS_11710	+	5	0	1.75509432621
chr2R	8408115	8408116	TSS_11711	+	5	0	1.75509432621
chr2R	8416560	8416561	TSS_2248	+	64	2	14.6465347618
chr2R	8423078	8423079	TSS_11712	-	5	0	1.75509432621
chr2R	8453694	8453695	TSS_1056	+	188	0	41.7785260005
chr2R	8463350	8463351	TSS_11713	-	5	0	1.75509432621
chr2R	8463915	8463916	TSS_5302	-	14	0	3.71122827673
chr2R	8476656	8476657	TSS_1668	-	104	0	23.3985341955
chr2R	8476767	8476768	TSS_3029	+	38	2	8.95838551567
chr2R	8477272	8477273	TSS_1332	+	144	0	32.1508518461
chr2R	8481081	8481082	TSS_11714	+	5	0	1.75509432621
chr2R	8481130	8481131	TSS_5575	+	13	0	3.49295637577
chr2R	8481196	8481197	TSS_4727	+	17	0	4.36643369141
chr2R	8503295	8503296	TSS_2712	+	46	0	10.7084614444
chr2R	8524115	8524116	TSS_6235	-	11	0	3.05671670715
chr2R	8524178	8524179	TSS_6113	+	48	11	3.11668552003
chr2R	8524221	8524222	TSS_5091	+	15	1	3.92957396706
chr2R	8524244	8524245	TSS_9885	+	6	0	1.97038325308
chr2R	8535721	8535722	TSS_9886	-	6	0	1.97038325308
chr2R	8543460	8543461	TSS_2591	+	50	0	11.5835523158
chr2R	8555970	8555971	TSS_7791	-	8	0	2.40371021526
chr2R	8557721	8557722	TSS_944	-	213	0	47.2488237908
chr2R	8557745	8557746	TSS_11715	-	5	0	1.75509432621
chr2R	8562024	8562025	TSS_2055	-	74	0	16.8344764539
chr2R	8562922	8562923	TSS_2681	-	47	0	10.9272314928
chr2R	8567093	8567094	TSS_1852	-	89	1	20.116473995
chr2R	8568156	8568157	TSS_5887	+	12	0	3.2747771865
chr2R	8569217	8569218	TSS_8684	-	7	0	2.1867255063
chr2R	8592678	8592679	TSS_785	+	734	8	56.6432107462
chr2R	8595452	8595453	TSS_4417	+	19	0	4.80345785808
chr2R	8603332	8603333	TSS_3716	+	26	0	6.3337831651
chr2R	8633851	8633852	TSS_8685	-	7	0	2.1867255063
chr2R	8642681	8642682	TSS_4892	-	16	0	4.1479793462
chr2R	8649617	8649618	TSS_7792	+	8	0	2.40371021526
chr2R	8653706	8653707	TSS_11716	-	5	0	1.75509432621
chr2R	8668048	8668049	TSS_91	+	2672	10	171.606510672
chr2R	8672095	8672096	TSS_11717	-	5	0	1.75509432621
chr2R	8676904	8676905	TSS_2950	-	40	0	9.39588793969
chr2R	8687701	8687702	TSS_7138	-	9	0	2.62111566649
chr2R	8688261	8688262	TSS_11718	-	5	0	1.75509432621
chr2R	8731513	8731514	TSS_5888	-	12	1	3.2747771865
chr2R	8744170	8744171	TSS_3717	+	26	1	6.3337831651
chr2R	8755640	8755641	TSS_2416	+	56	0	12.8962333863
chr2R	8764515	8764516	TSS_6622	-	10	0	2.83881166131
chr2R	8767797	8767798	TSS_9887	+	6	0	1.97038325308
chr2R	8772140	8772141	TSS_2469	+	54	0	12.4586679501
chr2R	8776955	8776956	TSS_7139	-	9	0	2.62111566649
chr2R	8784649	8784650	TSS_11719	+	5	0	1.75509432621
chr2R	8806098	8806099	TSS_8686	-	7	0	2.1867255063
chr2R	8807758	8807759	TSS_5889	-	12	0	3.2747771865
chr2R	8813373	8813374	TSS_5576	+	13	0	3.49295637577
chr2R	8816367	8816368	TSS_76	+	824	1	180.944017337
chr2R	8824082	8824083	TSS_9888	+	6	0	1.97038325308
chr2R	8833848	8833849	TSS_1917	-	84	0	19.0224661889
chr2R	8841064	8841065	TSS_2713	+	46	0	10.7084614444
chr2R	8845544	8845545	TSS_11720	+	5	0	1.75509432621
chr2R	8847763	8847764	TSS_9889	-	6	0	1.97038325308
chr2R	8854920	8854921	TSS_7793	+	8	0	2.40371021526
chr2R	8862006	8862007	TSS_9890	+	6	0	1.97038325308
chr2R	8862693	8862694	TSS_7794	+	8	2	2.40371021526
chr2R	8863200	8863201	TSS_2714	+	46	0	10.7084614444
chr2R	8868156	8868157	TSS_637	-	695	6	67.3025205123
chr2R	8868493	8868494	TSS_1042	-	922	16	42.5185366988
chr2R	8868513	8868514	TSS_6623	+	10	0	2.83881166131
chr2R	8878423	8878424	TSS_9891	-	6	0	1.97038325308
chr2R	8884005	8884006	TSS_642	+	693	6	67.1098540919
chr2R	8884601	8884602	TSS_9892	+	6	0	1.97038325308
chr2R	8884627	8884628	TSS_446	+	386	1	85.1034944994
chr2R	8897069	8897070	TSS_8687	+	7	0	2.1867255063
chr2R	8932863	8932864	TSS_8688	+	7	0	2.1867255063
chr2R	8934758	8934759	TSS_4065	-	22	0	5.45920297848
chr2R	9031201	9031202	TSS_6624	+	10	0	2.83881166131
chr2R	9031289	9031290	TSS_4729	-	17	0	4.36643369141
chr2R	9035219	9035220	TSS_11721	+	5	0	1.75509432621
chr2R	9048722	9048723	TSS_11722	-	5	0	1.75509432621
chr2R	9055467	9055468	TSS_6625	+	10	0	2.83881166131
chr2R	9055533	9055534	TSS_1034	-	193	2	42.8725843315
chr2R	9057498	9057499	TSS_9893	-	6	0	1.97038325308
chr2R	9058907	9058908	TSS_177	+	624	1	137.181198842
chr2R	9058966	9058967	TSS_11723	+	5	0	1.75509432621
chr2R	9060946	9060947	TSS_11724	+	5	0	1.75509432621
chr2R	9065964	9065965	TSS_7796	+	8	0	2.40371021526
chr2R	9077561	9077562	TSS_9894	-	6	0	1.97038325308
chr2R	9077588	9077589	TSS_1064	-	187	0	41.5597144182
chr2R	9091016	9091017	TSS_11725	+	5	0	1.75509432621
chr2R	9102000	9102001	TSS_11726	-	5	0	1.75509432621
chr2R	9106751	9106752	TSS_3391	-	31	0	7.42725643173
chr2R	9109963	9109964	TSS_11727	+	5	0	1.75509432621
chr2R	9122473	9122474	TSS_3967	-	23	2	5.67782566255
chr2R	9134177	9134178	TSS_1853	+	89	0	20.116473995
chr2R	9145366	9145367	TSS_4296	+	20	0	5.02201595633
chr2R	9167894	9167895	TSS_5577	+	13	0	3.49295637577
chr2R	9179836	9179837	TSS_11728	-	5	0	1.75509432621
chr2R	9183428	9183429	TSS_1995	-	78	1	17.7096676215
chr2R	9183477	9183478	TSS_11729	-	5	0	1.75509432621
chr2R	9187104	9187105	TSS_1793	+	93	0	20.9916851774
chr2R	9215286	9215287	TSS_11731	-	5	0	1.75509432621
chr2R	9224837	9224838	TSS_1169	-	168	0	37.4023004582
chr2R	9224869	9224870	TSS_7797	-	8	0	2.40371021526
chr2R	9230517	9230518	TSS_7798	-	8	0	2.40371021526
chr2R	9232306	9232307	TSS_1380	-	230	4	30.6764707166
chr2R	9250335	9250336	TSS_5890	-	12	0	3.2747771865
chr2R	9265230	9265231	TSS_9896	-	6	0	1.97038325308
chr2R	9281209	9281210	TSS_4730	+	17	0	4.36643369141
chr2R	9288794	9288795	TSS_7799	-	8	0	2.40371021526
chr2R	9317398	9317399	TSS_940	-	214	1	47.4676359901
chr2R	9321695	9321696	TSS_11732	+	5	0	1.75509432621
chr2R	9325059	9325060	TSS_3876	-	24	0	5.89646451302
chr2R	9329590	9329591	TSS_1420	-	133	0	29.743949264
chr2R	9336901	9336902	TSS_3786	-	25	0	6.11511756647
chr2R	9337475	9337476	TSS_5303	+	14	0	3.71122827673
chr2R	9337538	9337539	TSS_8690	+	7	0	2.1867255063
chr2R	9338101	9338102	TSS_11733	+	5	0	1.75509432621
chr2R	9349205	9349206	TSS_11734	-	5	0	1.75509432621
chr2R	9370721	9370722	TSS_3486	-	60	5	7.0473191988
chr2R	9373243	9373244	TSS_11735	+	5	0	1.75509432621
chr2R	9373247	9373248	TSS_3507	-	29	0	6.9898421195
chr2R	9375145	9375146	TSS_4175	-	21	0	5.24059880358
chr2R	9375740	9375741	TSS_9897	-	6	0	1.97038325308
chr2R	9389793	9389794	TSS_1891	-	86	0	19.4600684212
chr2R	9390395	9390396	TSS_7140	+	9	0	2.62111566649
chr2R	9390451	9390452	TSS_9898	+	6	0	1.97038325308
chr2R	9392376	9392377	TSS_6626	-	10	0	2.83881166131
chr2R	9393941	9393942	TSS_9899	+	6	0	1.97038325308
chr2R	9408072	9408073	TSS_8691	-	7	0	2.1867255063
chr2R	9409324	9409325	TSS_3213	+	34	0	8.08342557499
chr2R	9412857	9412858	TSS_5092	+	15	0	3.92957396706
chr2R	9417379	9417380	TSS_11736	-	5	0	1.75509432621
chr2R	9420421	9420422	TSS_83	-	804	2	176.567734664
chr2R	9421755	9421756	TSS_9900	-	6	0	1.97038325308
chr2R	9426316	9426317	TSS_9901	+	6	0	1.97038325308
chr2R	9432950	9432951	TSS_3577	-	28	0	6.77114656352
chr2R	9438951	9438952	TSS_3392	-	31	0	7.42725643173
chr2R	9460045	9460046	TSS_2249	-	64	0	14.6465347618
chr2R	9462417	9462418	TSS_4572	+	18	0	4.58492870335
chr2R	9465540	9465541	TSS_4418	+	19	0	4.80345785808
chr2R	9478808	9478809	TSS_9902	+	6	0	1.97038325308
chr2R	9480771	9480772	TSS_11737	-	5	0	1.75509432621
chr2R	9482439	9482440	TSS_9903	+	6	0	1.97038325308
chr2R	9487647	9487648	TSS_3877	+	24	0	5.89646451302
chr2R	9510521	9510522	TSS_8692	+	7	0	2.1867255063
chr2R	9510552	9510553	TSS_90	+	785	2	172.41026626
chr2R	9511025	9511026	TSS_7141	+	9	0	2.62111566649
chr2R	9550447	9550448	TSS_6237	-	11	0	3.05671670715
chr2R	9600930	9600931	TSS_8693	-	7	0	2.1867255063
chr2R	9641443	9641444	TSS_2370	+	58	0	13.3338031976
chr2R	9654355	9654356	TSS_7801	+	8	0	2.40371021526
chr2R	9664428	9664429	TSS_9904	+	6	0	1.97038325308
chr2R	9680373	9680374	TSS_11738	-	5	0	1.75509432621
chr2R	9682288	9682289	TSS_278	+	1029	5	114.543187023
chr2R	9691222	9691223	TSS_9905	-	6	0	1.97038325308
chr2R	9708232	9708233	TSS_9906	+	6	0	1.97038325308
chr2R	9712035	9712036	TSS_7802	-	8	0	2.40371021526
chr2R	9713880	9713881	TSS_1606	+	110	1	24.7113700629
chr2R	9722595	9722596	TSS_11739	-	5	0	1.75509432621
chr2R	9726221	9726222	TSS_11740	-	5	0	1.75509432621
chr2R	9727561	9727562	TSS_3718	+	26	2	6.3337831651
chr2R	9733758	9733759	TSS_11741	-	5	0	1.75509432621
chr2R	9733946	9733947	TSS_11742	+	5	0	1.75509432621
chr2R	9767175	9767176	TSS_11743	+	5	0	1.75509432621
chr2R	9782360	9782361	TSS_7803	+	8	2	2.40371021526
chr2R	9785205	9785206	TSS_675	-	291	0	64.316218246
chr2R	9789072	9789073	TSS_11744	+	5	0	1.75509432621
chr2R	9790389	9790390	TSS_11745	+	5	0	1.75509432621
chr2R	9790445	9790446	TSS_6238	+	11	0	3.05671670715
chr2R	9798450	9798451	TSS_11746	-	5	0	1.75509432621
chr2R	9813007	9813008	TSS_799	-	1008	12	55.9167678022
chr2R	9815081	9815082	TSS_11747	+	5	0	1.75509432621
chr2R	9841706	9841707	TSS_9372	+	10	3	2.15824482449
chr2R	9845614	9845615	TSS_4176	-	21	0	5.24059880358
chr2R	9852142	9852143	TSS_6627	-	10	0	2.83881166131
chr2R	9852157	9852158	TSS_2584	+	117	6	11.6242506721
chr2R	9852210	9852211	TSS_9907	-	6	0	1.97038325308
chr2R	9855254	9855255	TSS_7804	-	8	0	2.40371021526
chr2R	9863079	9863080	TSS_7143	+	9	0	2.62111566649
chr2R	9869215	9869216	TSS_11748	-	5	0	1.75509432621
chr2R	9871785	9871786	TSS_7144	-	9	0	2.62111566649
chr2R	9876744	9876745	TSS_11749	+	5	0	1.75509432621
chr2R	9878684	9878685	TSS_4731	+	17	2	4.36643369141
chr2R	9883481	9883482	TSS_11751	-	5	0	1.75509432621
chr2R	9888267	9888268	TSS_7805	-	8	0	2.40371021526
chr2R	9894499	9894500	TSS_11752	-	5	0	1.75509432621
chr2R	9894517	9894518	TSS_11753	+	5	0	1.75509432621
chr2R	9894600	9894601	TSS_7145	-	9	0	2.62111566649
chr2R	9894633	9894634	TSS_7806	-	8	0	2.40371021526
chr2R	9896703	9896704	TSS_1183	+	166	0	36.9646787003
chr2R	9897933	9897934	TSS_2417	-	56	0	12.8962333863
chr2R	9897962	9897963	TSS_6628	-	10	0	2.83881166131
chr2R	9917755	9917756	TSS_5093	+	15	0	3.92957396706
chr2R	9919167	9919168	TSS_724	+	274	1	60.5963957211
chr2R	9919181	9919182	TSS_8694	-	7	0	2.1867255063
chr2R	9919269	9919270	TSS_5893	+	12	0	3.2747771865
chr2R	9927995	9927996	TSS_8695	-	7	0	2.1867255063
chr2R	9928151	9928152	TSS_8696	-	7	0	2.1867255063
chr2R	9941685	9941686	TSS_8697	-	7	0	2.1867255063
chr2R	9981044	9981045	TSS_2250	-	64	0	14.6465347618
chr2R	9989368	9989369	TSS_2299	-	61	0	13.9901651721
chr2R	9996709	9996710	TSS_11754	-	5	0	1.75509432621
chr2R	10028399	10028400	TSS_5010	-	28	4	4.1256510669
chr2R	10054556	10054557	TSS_3316	+	32	0	7.64597372435
chr2R	10061202	10061203	TSS_9629	+	6	0	1.97038325308
chr2R	10072708	10072709	TSS_98	+	1031	3	168.502457246
chr2R	10073369	10073370	TSS_7040	+	9	0	2.62111566649
chr2R	10073651	10073652	TSS_11308	+	5	0	1.75509432621
chr2R	10074384	10074385	TSS_11309	+	5	0	1.75509432621
chr2R	10089631	10089632	TSS_9630	-	6	0	1.97038325308
chr2R	10092429	10092430	TSS_7656	-	8	0	2.40371021526
chr2R	10092478	10092479	TSS_9631	-	6	0	1.97038325308
chr2R	10093324	10093325	TSS_7041	-	9	0	2.62111566649
chr2R	10097225	10097226	TSS_9632	-	6	0	1.97038325308
chr2R	10099866	10099867	TSS_3495	-	29	0	6.9898421195
chr2R	10099915	10099916	TSS_988	-	203	0	45.0607029249
chr2R	10100078	10100079	TSS_4046	+	22	0	5.45920297848
chr2R	10101711	10101712	TSS_2201	-	66	0	15.0841182039
chr2R	10104090	10104091	TSS_9633	-	6	0	1.97038325308
chr2R	10104129	10104130	TSS_11310	-	5	0	1.75509432621
chr2R	10107380	10107381	TSS_9634	-	6	0	1.97038325308
chr2R	10107404	10107405	TSS_753	+	602	6	58.3435432775
chr2R	10125551	10125552	TSS_8481	+	7	0	2.1867255063
chr2R	10127041	10127042	TSS_8482	-	7	0	2.1867255063
chr2R	10131273	10131274	TSS_4695	+	17	0	4.36643369141
chr2R	10131317	10131318	TSS_5515	+	13	0	3.49295637577
chr2R	10143270	10143271	TSS_11311	-	5	0	1.75509432621
chr2R	10155418	10155419	TSS_2856	-	42	0	9.83340246127
chr2R	10158165	10158166	TSS_5013	-	22	3	4.10203367437
chr2R	10163634	10163635	TSS_4696	+	17	0	4.36643369141
chr2R	10163687	10163688	TSS_11312	+	5	0	1.75509432621
chr2R	10163766	10163767	TSS_7657	+	8	0	2.40371021526
chr2R	10173259	10173260	TSS_4864	+	16	0	4.1479793462
chr2R	10173289	10173290	TSS_3860	+	24	0	5.89646451302
chr2R	10173395	10173396	TSS_9635	+	6	0	1.97038325308
chr2R	10175641	10175642	TSS_11313	+	5	0	1.75509432621
chr2R	10177043	10177044	TSS_4156	+	21	0	5.24059880358
chr2R	10191422	10191423	TSS_7042	-	9	0	2.62111566649
chr2R	10195647	10195648	TSS_265	+	531	2	116.831497677
chr2R	10219888	10219889	TSS_1730	+	98	0	22.0857044431
chr2R	10236399	10236400	TSS_4697	-	17	0	4.36643369141
chr2R	10238270	10238271	TSS_11314	-	5	0	1.75509432621
chr2R	10239777	10239778	TSS_8483	+	7	1	2.1867255063
chr2R	10247796	10247797	TSS_100	-	760	1	166.939913313
chr2R	10249428	10249429	TSS_7043	+	9	0	2.62111566649
chr2R	10255483	10255484	TSS_5826	+	12	0	3.2747771865
chr2R	10307762	10307763	TSS_9637	+	6	0	1.97038325308
chr2R	10307828	10307829	TSS_151	+	663	2	145.714946707
chr2R	10310645	10310646	TSS_4698	-	17	0	4.36643369141
chr2R	10315878	10315879	TSS_9638	-	6	0	1.97038325308
chr2R	10319839	10319840	TSS_2490	-	53	0	12.2398870283
chr2R	10321168	10321169	TSS_5278	-	14	0	3.71122827673
chr2R	10323210	10323211	TSS_3061	-	37	0	8.73963945825
chr2R	10323403	10323404	TSS_4276	+	20	0	5.02201595633
chr2R	10330018	10330019	TSS_5516	+	13	0	3.49295637577
chr2R	10345987	10345988	TSS_11315	+	5	0	1.75509432621
chr2R	10349250	10349251	TSS_8484	-	7	0	2.1867255063
chr2R	10351705	10351706	TSS_9639	-	6	0	1.97038325308
chr2R	10363896	10363897	TSS_1759	+	96	0	21.6480960834
chr2R	10378155	10378156	TSS_4543	-	18	0	4.58492870335
chr2R	10396512	10396513	TSS_8485	-	7	0	2.1867255063
chr2R	10402707	10402708	TSS_1336	-	143	0	31.9320421735
chr2R	10420833	10420834	TSS_5517	-	13	0	3.49295637577
chr2R	10433880	10433881	TSS_6546	-	10	0	2.83881166131
chr2R	10463271	10463272	TSS_923	-	220	1	48.7805095829
chr2R	10504991	10504992	TSS_3430	-	30	1	7.20854566926
chr2R	10505266	10505267	TSS_6547	-	10	0	2.83881166131
chr2R	10506277	10506278	TSS_7658	-	8	0	2.40371021526
chr2R	10506348	10506349	TSS_8486	+	7	1	2.1867255063
chr2R	10507525	10507526	TSS_8487	+	7	0	2.1867255063
chr2R	10517417	10517418	TSS_4699	+	17	2	4.36643369141
chr2R	10532776	10532777	TSS_8488	+	7	0	2.1867255063
chr2R	10550059	10550060	TSS_8489	-	7	0	2.1867255063
chr2R	10562557	10562558	TSS_11317	-	5	0	1.75509432621
chr2R	10601081	10601082	TSS_4700	+	17	0	4.36643369141
chr2R	10601124	10601125	TSS_2133	-	70	0	15.959292854
chr2R	10633460	10633461	TSS_6548	+	10	0	2.83881166131
chr2R	10634863	10634864	TSS_7044	+	9	0	2.62111566649
chr2R	10639767	10639768	TSS_6549	-	10	2	2.83881166131
chr2R	10649901	10649902	TSS_4544	+	18	0	4.58492870335
chr2R	10650188	10650189	TSS_11318	+	5	0	1.75509432621
chr2R	10678294	10678295	TSS_6174	+	11	0	3.05671670715
chr2R	10684444	10684445	TSS_8490	+	7	0	2.1867255063
chr2R	10686458	10686459	TSS_129	-	708	0	155.56158008
chr2R	10687047	10687048	TSS_9641	-	6	0	1.97038325308
chr2R	10695929	10695930	TSS_1283	+	152	0	33.9013314115
chr2R	10699482	10699483	TSS_3431	+	30	0	7.20854566926
chr2R	10699913	10699914	TSS_5518	+	13	0	3.49295637577
chr2R	10705896	10705897	TSS_9642	+	6	0	1.97038325308
chr2R	10720338	10720339	TSS_2707	+	46	0	10.7084614444
chr2R	10721019	10721020	TSS_11319	-	5	0	1.75509432621
chr2R	10733041	10733042	TSS_3953	-	23	0	5.67782566255
chr2R	10733250	10733251	TSS_5054	+	15	0	3.92957396706
chr2R	10739182	10739183	TSS_7046	+	9	0	2.62111566649
chr2R	10743638	10743639	TSS_7047	-	9	0	2.62111566649
chr2R	10755455	10755456	TSS_9643	+	6	0	1.97038325308
chr2R	10761458	10761459	TSS_2321	+	60	2	13.7713769444
chr2R	10763339	10763340	TSS_7659	+	8	1	2.40371021526
chr2R	10765802	10765803	TSS_11320	+	5	0	1.75509432621
chr2R	10769624	10769625	TSS_1177	+	167	1	37.1834895588
chr2R	10774451	10774452	TSS_11321	-	5	0	1.75509432621
chr2R	10786696	10786697	TSS_7048	+	9	0	2.62111566649
chr2R	10791295	10791296	TSS_9644	-	6	0	1.97038325308
chr2R	10792059	10792060	TSS_8491	+	7	0	2.1867255063
chr2R	10795475	10795476	TSS_3496	-	29	0	6.9898421195
chr2R	10804872	10804873	TSS_1497	-	123	0	27.55586448
chr2R	10813401	10813402	TSS_9645	-	6	0	1.97038325308
chr2R	10815674	10815675	TSS_3861	-	24	0	5.89646451302
chr2R	10815929	10815930	TSS_3317	-	32	0	7.64597372435
chr2R	10830116	10830117	TSS_5519	+	13	0	3.49295637577
